price_id,fund_id,price_date,price,prior_price,independent_source_price,break_identified_date,break_resolved_date
900031,FUND011,2025-09-02,142.9446,143.5394,142.9841,,
900032,FUND012,2025-09-02,156.4563,155.5496,156.5534,,
900033,FUND013,2025-09-02,170.8021,170.2127,170.7955,,
900034,FUND014,2025-09-02,123.5635,124.1022,123.6033,,
900035,FUND015,2025-09-02,154.6683,153.932,154.7113,,
900036,FUND016,2025-09-02,27.8519,27.8546,27.8557,,
900037,FUND017,2025-09-02,23.6073,23.5899,23.6287,,
900038,FUND018,2025-09-02,240.6701,242.3509,240.7805,,
900039,FUND019,2025-09-02,154.6566,154.801,156.1021,2025-09-02,2025-09-04
900040,FUND020,2025-09-02,132.9481,133.2771,132.8946,,
900041,FUND001,2025-09-03,31.3561,31.6761,31.3613,,
900042,FUND002,2025-09-03,141.2419,140.3208,141.2172,,
900043,FUND003,2025-09-03,204.958,205.2859,205.1353,,
900044,FUND004,2025-09-03,78.3038,78.7869,78.2598,,
900045,FUND005,2025-09-03,198.0514,198.0331,198.0176,,
900046,FUND006,2025-09-03,219.421,220.1588,219.6767,,
900047,FUND007,2025-09-03,171.194,172.9173,171.1814,,
900048,FUND008,2025-09-03,56.1181,56.0674,56.1774,,
900049,FUND009,2025-09-03,205.5287,204.8329,205.8011,,
900050,FUND010,2025-09-03,120.9418,121.0806,120.9569,,
900051,FUND011,2025-09-03,142.2676,142.9446,142.3286,,
900052,FUND012,2025-09-03,157.12,156.4563,157.1136,,
900053,FUND013,2025-09-03,171.4286,170.8021,171.4267,,
900054,FUND014,2025-09-03,123.3622,123.5635,123.3295,,
900055,FUND015,2025-09-03,154.9146,154.6683,154.7111,,
900056,FUND016,2025-09-03,27.6174,27.8519,27.6058,,
900057,FUND017,2025-09-03,23.6792,23.6073,23.667,,
900058,FUND018,2025-09-03,240.377,240.6701,240.3866,,
900059,FUND019,2025-09-03,156.7806,154.6566,156.863,,
900060,FUND020,2025-09-03,133.2893,132.9481,133.2367,,
900061,FUND001,2025-09-04,31.2146,31.3561,31.1948,,
900062,FUND002,2025-09-04,141.2315,141.2419,141.1556,,
900063,FUND003,2025-09-04,204.9766,204.958,204.9416,,
900064,FUND004,2025-09-04,78.3276,78.3038,78.319,,
900065,FUND005,2025-09-04,199.5423,198.0514,199.4357,,
900066,FUND006,2025-09-04,218.9783,219.421,218.9722,,
900067,FUND007,2025-09-04,170.7776,171.194,170.7686,,
900068,FUND008,2025-09-04,56.075,56.1181,56.0329,,
900069,FUND009,2025-09-04,205.416,205.5287,205.4364,,
900070,FUND010,2025-09-04,120.7891,120.9418,120.7092,,
900071,FUND011,2025-09-04,141.3587,142.2676,141.2324,,
900072,FUND012,2025-09-04,157.6021,157.12,157.5723,,
900073,FUND013,2025-09-04,171.3458,171.4286,171.2694,,
900074,FUND014,2025-09-04,123.6133,123.3622,123.5297,,
900075,FUND015,2025-09-04,154.6426,154.9146,154.6482,,
900076,FUND016,2025-09-04,27.7515,27.6174,27.7487,,
900077,FUND017,2025-09-04,23.705,23.6792,23.707,,
900078,FUND018,2025-09-04,240.7159,240.377,240.7315,,
900079,FUND019,2025-09-04,157.5926,156.7806,157.5461,,
900080,FUND020,2025-09-04,134.1619,133.2893,134.3275,,
900081,FUND001,2025-09-05,31.2567,31.2146,31.2651,,
900082,FUND002,2025-09-05,142.0819,141.2315,141.8744,,
900083,FUND003,2025-09-05,203.6247,204.9766,203.6071,,
900084,FUND004,2025-09-05,78.4809,78.3276,78.4742,,
900085,FUND005,2025-09-05,199.7426,199.5423,197.5647,2025-09-05,2025-09-09
900086,FUND006,2025-09-05,218.7217,218.9783,218.8558,,
900087,FUND007,2025-09-05,171.1695,170.7776,171.3185,,
900088,FUND008,2025-09-05,56.2128,56.075,56.1918,,
900089,FUND009,2025-09-05,204.5185,205.416,204.6675,,
900090,FUND010,2025-09-05,120.9106,120.7891,120.823,,
900091,FUND011,2025-09-05,141.8983,141.3587,141.9365,,
900092,FUND012,2025-09-05,157.6901,157.6021,157.6503,,
900093,FUND013,2025-09-05,172.3346,171.3458,172.1724,,
900094,FUND014,2025-09-05,123.3746,123.6133,123.3594,,
900095,FUND015,2025-09-05,155.0566,154.6426,154.9921,,
900096,FUND016,2025-09-05,27.6352,27.7515,27.6724,,
900097,FUND017,2025-09-05,23.8046,23.705,23.8102,,
900098,FUND018,2025-09-05,241.7469,240.7159,241.9148,,
900099,FUND019,2025-09-05,157.8673,157.5926,157.916,,
900100,FUND020,2025-09-05,134.2967,134.1619,134.3659,,
900101,FUND001,2025-09-08,31.4733,31.2567,31.4564,,
900102,FUND002,2025-09-08,142.9291,142.0819,142.9156,,
900103,FUND003,2025-09-08,204.0193,203.6247,203.895,,
900104,FUND004,2025-09-08,78.6259,78.4809,78.5972,,
900105,FUND005,2025-09-08,201.5292,199.7426,201.5685,,
900106,FUND006,2025-09-08,217.8111,218.7217,217.8924,,
900107,FUND007,2025-09-08,170.8231,171.1695,170.7149,,
900108,FUND008,2025-09-08,56.3612,56.2128,56.4116,,
900109,FUND009,2025-09-08,204.861,204.5185,204.6037,,
900110,FUND010,2025-09-08,121.39,120.9106,121.4321,,
900111,FUND011,2025-09-08,142.9262,141.8983,142.9633,,
900112,FUND012,2025-09-08,157.9553,157.6901,157.9457,,
900113,FUND013,2025-09-08,173.3638,172.3346,173.383,,
900114,FUND014,2025-09-08,124.0142,123.3746,123.9551,,
900115,FUND015,2025-09-08,155.126,155.0566,155.0875,,
900116,FUND016,2025-09-08,27.6005,27.6352,27.6107,,
900117,FUND017,2025-09-08,23.8423,23.8046,23.8651,,
900118,FUND018,2025-09-08,241.0941,241.7469,241.3526,,
900119,FUND019,2025-09-08,157.6089,157.8673,157.6172,,
900120,FUND020,2025-09-08,133.5533,134.2967,133.5627,,
900121,FUND001,2025-09-09,31.4993,31.4733,31.4805,,
900122,FUND002,2025-09-09,142.4664,142.9291,142.3485,,
900123,FUND003,2025-09-09,204.4179,204.0193,204.3168,,
900124,FUND004,2025-09-09,78.637,78.6259,78.7235,,
900125,FUND005,2025-09-09,200.0253,201.5292,199.9508,,
900126,FUND006,2025-09-09,217.353,217.8111,217.4405,,
900127,FUND007,2025-09-09,172.0973,170.8231,171.9591,,
900128,FUND008,2025-09-09,56.0186,56.3612,56.0558,,
900129,FUND009,2025-09-09,204.2833,204.861,204.2376,,
900130,FUND010,2025-09-09,120.2188,121.39,120.2679,,
900131,FUND011,2025-09-09,142.9623,142.9262,142.9746,,
900132,FUND012,2025-09-09,159.3469,157.9553,159.3687,,
900133,FUND013,2025-09-09,172.2086,173.3638,172.3091,,
900134,FUND014,2025-09-09,123.6717,124.0142,123.7657,,
900135,FUND015,2025-09-09,155.1691,155.126,155.1268,,
900136,FUND016,2025-09-09,27.5898,27.6005,27.5777,,
900137,FUND017,2025-09-09,23.9271,23.8423,23.9358,,
900138,FUND018,2025-09-09,241.2456,241.0941,241.2686,,
900139,FUND019,2025-09-09,157.9452,157.6089,158.0017,,
900140,FUND020,2025-09-09,133.1056,133.5533,133.1082,,
900141,FUND001,2025-09-10,31.6791,31.4993,31.6745,,
900142,FUND002,2025-09-10,141.475,142.4664,141.4459,,
900143,FUND003,2025-09-10,204.9106,204.4179,204.8422,,
900144,FUND004,2025-09-10,78.8025,78.637,78.1057,2025-09-10,2025-09-12
900145,FUND005,2025-09-10,198.9749,200.0253,196.4848,2025-09-10,2025-09-11
900146,FUND006,2025-09-10,217.5265,217.353,217.4526,,
900147,FUND007,2025-09-10,172.4029,172.0973,172.4381,,
900148,FUND008,2025-09-10,56.4187,56.0186,56.4763,,
900149,FUND009,2025-09-10,203.9939,204.2833,204.0595,,
900150,FUND010,2025-09-10,119.3481,120.2188,119.4042,,
900151,FUND011,2025-09-10,142.8816,142.9623,142.8659,,
900152,FUND012,2025-09-10,160.7739,159.3469,159.3888,2025-09-10,2025-09-17
900153,FUND013,2025-09-10,172.6873,172.2086,172.7248,,
900154,FUND014,2025-09-10,123.6219,123.6717,124.7235,2025-09-10,2025-09-12
900155,FUND015,2025-09-10,155.5063,155.1691,155.516,,
900156,FUND016,2025-09-10,27.5961,27.5898,27.601,,
900157,FUND017,2025-09-10,23.8631,23.9271,23.8887,,
900158,FUND018,2025-09-10,240.2396,241.2456,240.4202,,
900159,FUND019,2025-09-10,156.9612,157.9452,156.9876,,
900160,FUND020,2025-09-10,132.6885,133.1056,132.5097,,
900161,FUND001,2025-09-11,31.5358,31.6791,31.5392,,
900162,FUND002,2025-09-11,141.4016,141.475,141.4115,,
900163,FUND003,2025-09-11,205.3448,204.9106,205.5587,,
900164,FUND004,2025-09-11,79.0016,78.8025,79.0085,,
900165,FUND005,2025-09-11,198.9923,198.9749,198.8644,,
900166,FUND006,2025-09-11,217.4776,217.5265,217.3217,,
900167,FUND007,2025-09-11,172.4774,172.4029,172.4121,,
900168,FUND008,2025-09-11,56.2445,56.4187,56.2929,,
900169,FUND009,2025-09-11,203.7369,203.9939,203.7562,,
900170,FUND010,2025-09-11,119.54,119.3481,119.6161,,
900171,FUND011,2025-09-11,143.2027,142.8816,143.1727,,
900172,FUND012,2025-09-11,161.0437,160.7739,160.9823,,
900173,FUND013,2025-09-11,173.2027,172.6873,173.2002,,
900174,FUND014,2025-09-11,124.5571,123.6219,124.5244,,
900175,FUND015,2025-09-11,155.9374,155.5063,155.9398,,
900176,FUND016,2025-09-11,27.7266,27.5961,27.7434,,
900177,FUND017,2025-09-11,23.7561,23.8631,23.7634,,
900178,FUND018,2025-09-11,240.372,240.2396,240.5083,,
900179,FUND019,2025-09-11,156.7264,156.9612,156.7233,,
900180,FUND020,2025-09-11,132.7074,132.6885,132.7381,,
900181,FUND001,2025-09-12,31.6879,31.5358,31.6725,,
900182,FUND002,2025-09-12,142.216,141.4016,142.0568,,
900183,FUND003,2025-09-12,206.2974,205.3448,206.2024,,
900184,FUND004,2025-09-12,78.5789,79.0016,78.5544,,
900185,FUND005,2025-09-12,200.3682,198.9923,200.3383,,
900186,FUND006,2025-09-12,216.8311,217.4776,216.6798,,
900187,FUND007,2025-09-12,172.3938,172.4774,172.3154,,
900188,FUND008,2025-09-12,56.3684,56.2445,56.3325,,
900189,FUND009,2025-09-12,202.3978,203.7369,202.472,,
900190,FUND010,2025-09-12,119.3486,119.54,119.3396,,
900191,FUND011,2025-09-12,143.2536,143.2027,143.0267,,
900192,FUND012,2025-09-12,161.5764,161.0437,161.5513,,
900193,FUND013,2025-09-12,172.1044,173.2027,172.1214,,
900194,FUND014,2025-09-12,124.1346,124.5571,124.1315,,
900195,FUND015,2025-09-12,156.179,155.9374,156.2047,,
900196,FUND016,2025-09-12,27.5279,27.7266,27.5109,,
900197,FUND017,2025-09-12,23.7347,23.7561,23.7539,,
900198,FUND018,2025-09-12,241.3605,240.372,241.4596,,
900199,FUND019,2025-09-12,156.5804,156.7264,156.6651,,
900200,FUND020,2025-09-12,132.1799,132.7074,132.2249,,
900201,FUND001,2025-09-15,31.859,31.6879,31.8225,,
900202,FUND002,2025-09-15,142.1281,142.216,142.0056,,
900203,FUND003,2025-09-15,206.828,206.2974,206.7083,,
900204,FUND004,2025-09-15,78.8828,78.5789,78.8607,,
900205,FUND005,2025-09-15,199.3192,200.3682,199.3846,,
900206,FUND006,2025-09-15,218.7656,216.8311,219.0424,,
900207,FUND007,2025-09-15,173.6677,172.3938,173.6044,,
900208,FUND008,2025-09-15,56.3253,56.3684,56.3033,,
900209,FUND009,2025-09-15,201.9792,202.3978,202.0702,,
900210,FUND010,2025-09-15,118.5324,119.3486,118.5118,,
900211,FUND011,2025-09-15,143.5389,143.2536,143.4567,,
900212,FUND012,2025-09-15,161.3761,161.5764,161.2501,,
900213,FUND013,2025-09-15,172.3107,172.1044,172.2695,,
900214,FUND014,2025-09-15,124.0524,124.1346,124.0254,,
900215,FUND015,2025-09-15,156.7996,156.179,156.8483,,
900216,FUND016,2025-09-15,27.5033,27.5279,27.5227,,
900217,FUND017,2025-09-15,23.693,23.7347,23.688,,
900218,FUND018,2025-09-15,242.2288,241.3605,242.2617,,
900219,FUND019,2025-09-15,156.2503,156.5804,156.0465,,
900220,FUND020,2025-09-15,131.771,132.1799,131.8444,,
900221,FUND001,2025-09-16,31.9088,31.859,31.9171,,
900222,FUND002,2025-09-16,142.0854,142.1281,142.1307,,
900223,FUND003,2025-09-16,206.7924,206.828,206.8146,,
900224,FUND004,2025-09-16,79.2427,78.8828,79.2599,,
900225,FUND005,2025-09-16,198.8524,199.3192,198.7484,,
900226,FUND006,2025-09-16,219.0792,218.7656,219.0672,,
900227,FUND007,2025-09-16,173.8217,173.6677,174.0315,,
900228,FUND008,2025-09-16,56.3879,56.3253,56.4015,,
900229,FUND009,2025-09-16,200.5187,201.9792,200.4335,,
900230,FUND010,2025-09-16,119.1463,118.5324,119.1143,,
900231,FUND011,2025-09-16,143.1137,143.5389,143.0413,,
900232,FUND012,2025-09-16,161.0189,161.3761,161.2246,,
900233,FUND013,2025-09-16,172.3583,172.3107,172.2896,,
900234,FUND014,2025-09-16,123.1592,124.0524,123.1137,,
900235,FUND015,2025-09-16,156.6666,156.7996,156.6806,,
900236,FUND016,2025-09-16,27.456,27.5033,27.4396,,
900237,FUND017,2025-09-16,23.6237,23.693,23.6108,,
900238,FUND018,2025-09-16,240.3512,242.2288,240.4988,,
900239,FUND019,2025-09-16,157.0045,156.2503,157.0047,,
900240,FUND020,2025-09-16,132.2696,131.771,132.1404,,
900241,FUND001,2025-09-17,31.6616,31.9088,31.6498,,
900242,FUND002,2025-09-17,141.6028,142.0854,141.5146,,
900243,FUND003,2025-09-17,206.7157,206.7924,206.6319,,
900244,FUND004,2025-09-17,79.101,79.2427,79.0882,,
900245,FUND005,2025-09-17,198.6776,198.8524,198.6497,,
900246,FUND006,2025-09-17,218.8742,219.0792,219.0352,,
900247,FUND007,2025-09-17,173.3863,173.8217,173.4831,,
900248,FUND008,2025-09-17,56.3637,56.3879,56.3316,,
900249,FUND009,2025-09-17,199.8824,200.5187,199.6971,,
900250,FUND010,2025-09-17,118.2378,119.1463,118.2634,,
900251,FUND011,2025-09-17,143.4974,143.1137,143.6064,,
900252,FUND012,2025-09-17,161.0952,161.0189,161.0147,,
900253,FUND013,2025-09-17,171.7112,172.3583,171.5422,,
900254,FUND014,2025-09-17,123.0971,123.1592,123.0622,,
900255,FUND015,2025-09-17,157.1913,156.6666,157.1482,,
900256,FUND016,2025-09-17,27.6638,27.456,27.4802,2025-09-17,2025-09-18
900257,FUND017,2025-09-17,23.6315,23.6237,23.6195,,
900258,FUND018,2025-09-17,241.7115,240.3512,239.6076,2025-09-17,2025-09-23
900259,FUND019,2025-09-17,157.2605,157.0045,157.2586,,
900260,FUND020,2025-09-17,132.1549,132.2696,132.1478,,
900261,FUND001,2025-09-18,31.8066,31.6616,31.7962,,
900262,FUND002,2025-09-18,140.9258,141.6028,140.8707,,
900263,FUND003,2025-09-18,206.7652,206.7157,206.8759,,
900264,FUND004,2025-09-18,79.374,79.101,79.3231,,
900265,FUND005,2025-09-18,199.1017,198.6776,199.3114,,
900266,FUND006,2025-09-18,218.9717,218.8742,219.0253,,
900267,FUND007,2025-09-18,174.3948,173.3863,174.3639,,
900268,FUND008,2025-09-18,56.505,56.3637,56.4722,,
900269,FUND009,2025-09-18,198.2347,199.8824,198.3782,,
900270,FUND010,2025-09-18,118.7769,118.2378,117.3595,2025-09-18,2025-09-20
900271,FUND011,2025-09-18,143.9386,143.4974,143.9932,,
900272,FUND012,2025-09-18,160.8071,161.0952,160.614,,
900273,FUND013,2025-09-18,170.6562,171.7112,170.6434,,
900274,FUND014,2025-09-18,122.5438,123.0971,122.5487,,
900275,FUND015,2025-09-18,156.0946,157.1913,156.0138,,
900276,FUND016,2025-09-18,27.7217,27.6638,27.7194,,
900277,FUND017,2025-09-18,23.6014,23.6315,23.6177,,
900278,FUND018,2025-09-18,242.7876,241.7115,242.8606,,
900279,FUND019,2025-09-18,157.201,157.2605,157.25,,
900280,FUND020,2025-09-18,132.0572,132.1549,132.1123,,
900281,FUND001,2025-09-19,31.7676,31.8066,31.7659,,
900282,FUND002,2025-09-19,140.6794,140.9258,140.6118,,
900283,FUND003,2025-09-19,206.4158,206.7652,206.6441,,
900284,FUND004,2025-09-19,79.8015,79.374,79.7422,,
900285,FUND005,2025-09-19,199.6094,199.1017,199.8926,,
900286,FUND006,2025-09-19,218.9622,218.9717,218.8185,,
900287,FUND007,2025-09-19,175.0653,174.3948,175.1081,,
900288,FUND008,2025-09-19,56.7409,56.505,56.7029,,
900289,FUND009,2025-09-19,196.9006,198.2347,196.8739,,
900290,FUND010,2025-09-19,118.6204,118.7769,118.7552,,
900291,FUND011,2025-09-19,144.5669,143.9386,144.4408,,
900292,FUND012,2025-09-19,160.8756,160.8071,161.0351,,
900293,FUND013,2025-09-19,170.5289,170.6562,170.3699,,
900294,FUND014,2025-09-19,122.6172,122.5438,122.5323,,
900295,FUND015,2025-09-19,155.0312,156.0946,154.881,,
900296,FUND016,2025-09-19,27.5303,27.7217,27.5025,,
900297,FUND017,2025-09-19,23.6972,23.6014,23.7155,,
900298,FUND018,2025-09-19,241.1859,242.7876,241.1362,,
900299,FUND019,2025-09-19,157.547,157.201,157.7935,,
900300,FUND020,2025-09-19,131.2886,132.0572,131.1706,,
900301,FUND001,2025-09-22,31.9099,31.7676,31.928,,
900302,FUND002,2025-09-22,141.0071,140.6794,140.9737,,
900303,FUND003,2025-09-22,206.0963,206.4158,206.1098,,
900304,FUND004,2025-09-22,79.9083,79.8015,79.9285,,
900305,FUND005,2025-09-22,200.0503,199.6094,200.1891,,
900306,FUND006,2025-09-22,219.328,218.9622,219.2828,,
900307,FUND007,2025-09-22,175.9526,175.0653,175.8498,,
900308,FUND008,2025-09-22,56.5421,56.7409,56.5013,,
900309,FUND009,2025-09-22,197.6324,196.9006,197.4936,,
900310,FUND010,2025-09-22,118.2767,118.6204,118.3895,,
900311,FUND011,2025-09-22,145.6217,144.5669,145.5753,,
900312,FUND012,2025-09-22,160.9123,160.8756,160.8869,,
900313,FUND013,2025-09-22,170.5119,170.5289,170.4395,,
900314,FUND014,2025-09-22,122.6964,122.6172,122.6881,,
900315,FUND015,2025-09-22,155.804,155.0312,155.9728,,
900316,FUND016,2025-09-22,27.8377,27.5303,27.843,,
900317,FUND017,2025-09-22,23.763,23.6972,23.7489,,
900318,FUND018,2025-09-22,241.3312,241.1859,241.4179,,
900319,FUND019,2025-09-22,157.8457,157.547,157.9426,,
900320,FUND020,2025-09-22,131.3187,131.2886,131.2751,,
900321,FUND001,2025-09-23,32.0516,31.9099,32.0306,,
900322,FUND002,2025-09-23,141.4888,141.0071,141.5076,,
900323,FUND003,2025-09-23,205.88,206.0963,205.923,,
900324,FUND004,2025-09-23,79.4149,79.9083,79.4702,,
900325,FUND005,2025-09-23,200.6292,200.0503,200.6515,,
900326,FUND006,2025-09-23,219.0268,219.328,219.083,,
900327,FUND007,2025-09-23,176.2939,175.9526,176.415,,
900328,FUND008,2025-09-23,56.8403,56.5421,56.9333,,
900329,FUND009,2025-09-23,197.5838,197.6324,197.5554,,
900330,FUND010,2025-09-23,118.479,118.2767,118.5189,,
900331,FUND011,2025-09-23,144.9976,145.6217,144.8426,,
900332,FUND012,2025-09-23,159.8449,160.9123,159.8511,,
900333,FUND013,2025-09-23,170.362,170.5119,170.4664,,
900334,FUND014,2025-09-23,123.2753,122.6964,123.2831,,
900335,FUND015,2025-09-23,155.3497,155.804,155.2446,,
900336,FUND016,2025-09-23,27.6376,27.8377,27.6494,,
900337,FUND017,2025-09-23,23.6385,23.763,23.6442,,
900338,FUND018,2025-09-23,241.1258,241.3312,241.3009,,
900339,FUND019,2025-09-23,157.4931,157.8457,157.4386,,
900340,FUND020,2025-09-23,130.5303,131.3187,130.5157,,
900341,FUND001,2025-09-24,32.1726,32.0516,32.1679,,
900342,FUND002,2025-09-24,140.9119,141.4888,140.9825,,
900343,FUND003,2025-09-24,206.0384,205.88,205.8602,,
900344,FUND004,2025-09-24,79.3332,79.4149,79.3267,,
900345,FUND005,2025-09-24,201.632,200.6292,201.5996,,
900346,FUND006,2025-09-24,220.0487,219.0268,220.3282,,
900347,FUND007,2025-09-24,176.2979,176.2939,176.346,,
900348,FUND008,2025-09-24,56.7383,56.8403,56.7625,,
900349,FUND009,2025-09-24,197.651,197.5838,197.4975,,
900350,FUND010,2025-09-24,118.7199,118.479,118.6579,,
900351,FUND011,2025-09-24,145.1735,144.9976,145.3182,,
900352,FUND012,2025-09-24,159.6905,159.8449,159.4898,,
900353,FUND013,2025-09-24,170.1689,170.362,170.038,,
900354,FUND014,2025-09-24,123.3821,123.2753,123.3389,,
900355,FUND015,2025-09-24,154.38,155.3497,154.3597,,
900356,FUND016,2025-09-24,27.6961,27.6376,27.6978,,
900357,FUND017,2025-09-24,23.5667,23.6385,23.5355,,
900358,FUND018,2025-09-24,242.2177,241.1258,242.325,,
900359,FUND019,2025-09-24,157.579,157.4931,157.6315,,
900360,FUND020,2025-09-24,130.8836,130.5303,130.8245,,
900361,FUND001,2025-09-25,32.0384,32.1726,32.0266,,
900362,FUND002,2025-09-25,140.8566,140.9119,140.9144,,
900363,FUND003,2025-09-25,205.695,206.0384,205.7513,,
900364,FUND004,2025-09-25,79.0757,79.3332,79.1041,,
900365,FUND005,2025-09-25,201.5034,201.632,201.6836,,
900366,FUND006,2025-09-25,219.3825,220.0487,219.4547,,
900367,FUND007,2025-09-25,175.5701,176.2979,175.5847,,
900368,FUND008,2025-09-25,56.5916,56.7383,56.6365,,
900369,FUND009,2025-09-25,197.4316,197.651,197.3967,,
900370,FUND010,2025-09-25,118.7333,118.7199,118.7358,,
900371,FUND011,2025-09-25,144.8922,145.1735,144.781,,
900372,FUND012,2025-09-25,160.638,159.6905,160.5285,,
900373,FUND013,2025-09-25,169.8168,170.1689,169.7731,,
900374,FUND014,2025-09-25,122.805,123.3821,122.7872,,
900375,FUND015,2025-09-25,154.3933,154.38,154.5282,,
900376,FUND016,2025-09-25,27.7124,27.6961,27.7236,,
900377,FUND017,2025-09-25,23.5067,23.5667,23.4814,,
900378,FUND018,2025-09-25,242.922,242.2177,243.059,,
900379,FUND019,2025-09-25,158.3833,157.579,158.6018,,
900380,FUND020,2025-09-25,130.6042,130.8836,130.5397,,
900381,FUND001,2025-09-26,32.2291,32.0384,32.2512,,
900382,FUND002,2025-09-26,141.6524,140.8566,141.6055,,
900383,FUND003,2025-09-26,204.8483,205.695,204.9153,,
900384,FUND004,2025-09-26,79.2161,79.0757,79.2484,,
900385,FUND005,2025-09-26,201.2024,201.5034,201.1772,,
900386,FUND006,2025-09-26,218.8765,219.3825,218.9787,,
900387,FUND007,2025-09-26,176.3036,175.5701,176.2024,,
900388,FUND008,2025-09-26,56.3441,56.5916,56.3864,,
900389,FUND009,2025-09-26,196.2545,197.4316,196.2702,,
900390,FUND010,2025-09-26,118.6414,118.7333,118.6754,,
900391,FUND011,2025-09-26,145.6527,144.8922,145.6415,,
900392,FUND012,2025-09-26,160.4013,160.638,160.2997,,
900393,FUND013,2025-09-26,169.1547,169.8168,168.8725,,
900394,FUND014,2025-09-26,122.752,122.805,122.7513,,
900395,FUND015,2025-09-26,153.8288,154.3933,153.6981,,
900396,FUND016,2025-09-26,27.8342,27.7124,27.8272,,
900397,FUND017,2025-09-26,23.5749,23.5067,23.5893,,
900398,FUND018,2025-09-26,244.1422,242.922,243.8015,,
900399,FUND019,2025-09-26,158.275,158.3833,158.2602,,
900400,FUND020,2025-09-26,131.5178,130.6042,131.4342,,
900401,FUND001,2025-09-29,32.1363,32.2291,32.1147,,
900402,FUND002,2025-09-29,141.1485,141.6524,141.0789,,
900403,FUND003,2025-09-29,203.0578,204.8483,203.1034,,
900404,FUND004,2025-09-29,79.7029,79.2161,79.6921,,
900405,FUND005,2025-09-29,201.2167,201.2024,201.0246,,
900406,FUND006,2025-09-29,219.6461,218.8765,219.6034,,
900407,FUND007,2025-09-29,176.1138,176.3036,176.1922,,
900408,FUND008,2025-09-29,56.1918,56.3441,56.1858,,
900409,FUND009,2025-09-29,196.3395,196.2545,196.2149,,
900410,FUND010,2025-09-29,118.0162,118.6414,118.0257,,
900411,FUND011,2025-09-29,145.6791,145.6527,145.6302,,
900412,FUND012,2025-09-29,160.6644,160.4013,160.6882,,
900413,FUND013,2025-09-29,169.0933,169.1547,169.09,,
900414,FUND014,2025-09-29,122.297,122.752,122.3891,,
900415,FUND015,2025-09-29,152.9262,153.8288,152.7002,,
900416,FUND016,2025-09-29,27.8137,27.8342,27.787,,
900417,FUND017,2025-09-29,23.5028,23.5749,23.4951,,
900418,FUND018,2025-09-29,244.7182,244.1422,244.634,,
900419,FUND019,2025-09-29,159.4557,158.275,159.5621,,
900420,FUND020,2025-09-29,131.4155,131.5178,131.4673,,
900421,FUND001,2025-09-30,32.2626,32.1363,32.2818,,
900422,FUND002,2025-09-30,141.1127,141.1485,141.0819,,
900423,FUND003,2025-09-30,203.3527,203.0578,203.026,,
900424,FUND004,2025-09-30,80.17,79.7029,80.1675,,
900425,FUND005,2025-09-30,202.7579,201.2167,202.7473,,
900426,FUND006,2025-09-30,218.0523,219.6461,218.1078,,
900427,FUND007,2025-09-30,175.0438,176.1138,175.0406,,
900428,FUND008,2025-09-30,56.1224,56.1918,56.163,,
900429,FUND009,2025-09-30,196.9927,196.3395,197.1741,,
900430,FUND010,2025-09-30,118.0952,118.0162,118.1758,,
900431,FUND011,2025-09-30,144.8135,145.6791,144.7501,,
900432,FUND012,2025-09-30,161.1862,160.6644,161.1938,,
900433,FUND013,2025-09-30,169.3945,169.0933,169.3804,,
900434,FUND014,2025-09-30,122.2516,122.297,122.2404,,
900435,FUND015,2025-09-30,152.8444,152.9262,152.8691,,
