control_id,control_name,period,population,pass_rate,rag_status,mom_delta,z_score,z_flagged,if_anomaly_score,if_flagged,anomaly_flagged,anomaly_type
FC-01,Fee Recalculation Match,2026-03,298,0.9799,Green,0.21740000000000004,0.4705370497734898,False,0.5804085402103754,True,True,Gradual multi-signal drift
FC-01,Fee Recalculation Match,2026-04,297,0.9899,Green,0.010000000000000009,0.5823583304125043,False,0.4747730492606982,False,False,
FC-01,Fee Recalculation Match,2026-05,296,0.9865,Green,-0.0033999999999999586,0.5194706368744545,False,0.3650177154348709,False,False,
FC-01,Fee Recalculation Match,2026-06,297,0.9832,Green,-0.0033000000000000806,0.479631560598285,False,0.34947996199694786,False,False,
FC-01,Fee Recalculation Match,2026-07,300,0.9633,Amber,-0.019899999999999918,-5.018459769221016,True,0.5444420199935978,False,True,Statistical outlier (single period)
FC-01,Fee Recalculation Match,2026-08,299,0.9833,Green,0.019999999999999907,0.2157633948409943,False,0.388194861248758,False,False,
FC-02,Invoice Timeliness SLA,2025-09,300,0.9367,Amber,,,False,0.6059735364880362,True,True,Gradual multi-signal drift
FC-02,Invoice Timeliness SLA,2025-10,300,0.9667,Green,0.030000000000000027,,False,0.5329290429882481,False,False,
FC-02,Invoice Timeliness SLA,2025-11,300,0.97,Green,0.0032999999999999696,,False,0.4229456949093395,False,False,
FC-02,Invoice Timeliness SLA,2025-12,300,0.9767,Green,0.006700000000000039,1.0301142515172914,False,0.46255703394509073,False,False,
FC-02,Invoice Timeliness SLA,2026-01,300,0.9733,Green,-0.0033999999999999586,0.6083372990848795,False,0.4633785705437161,False,False,
FC-02,Invoice Timeliness SLA,2026-02,300,0.9633,Green,-0.010000000000000009,-1.9480695512041344,False,0.4591842683396988,False,False,
FC-02,Invoice Timeliness SLA,2026-03,300,0.98,Green,0.016699999999999937,1.6057207606820372,False,0.573471430766311,False,False,
FC-02,Invoice Timeliness SLA,2026-04,300,0.9467,Amber,-0.033299999999999996,-3.686938810654304,True,0.6098975589249621,True,True,Step-change deterioration
FC-02,Invoice Timeliness SLA,2026-05,300,0.9533,Green,0.00660000000000005,-0.8650299897724208,False,0.42747940019304304,False,False,
FC-02,Invoice Timeliness SLA,2026-06,300,0.96,Green,0.006699999999999928,-0.05693278089437646,False,0.3904534642894725,False,False,
FC-02,Invoice Timeliness SLA,2026-07,300,0.9533,Green,-0.006699999999999928,-0.46539000919455475,False,0.4429692809712759,False,False,
FC-02,Invoice Timeliness SLA,2026-08,300,0.96,Green,0.006699999999999928,1.2293318013011607,False,0.3904534642894725,False,False,
KC-01,Refresh SLA Compliance,2025-09,21,1.0,Green,,,False,0.5510829300414004,False,False,
KC-01,Refresh SLA Compliance,2025-10,163,0.9632,Green,-0.036800000000000055,,False,0.40554186252365887,False,False,
KC-01,Refresh SLA Compliance,2025-11,149,0.9463,Amber,-0.016899999999999915,,False,0.37630196423793033,False,False,
KC-01,Refresh SLA Compliance,2025-12,143,0.986,Green,0.03969999999999996,0.5887852091696265,False,0.530078145524929,False,False,
KC-01,Refresh SLA Compliance,2026-01,159,0.9623,Green,-0.023699999999999943,-0.4856950948733472,False,0.3872747443321307,False,False,
KC-01,Refresh SLA Compliance,2026-02,140,0.95,Amber,-0.012300000000000089,-0.8848726391437128,False,0.3662704164947551,False,False,
KC-01,Refresh SLA Compliance,2026-03,151,0.9536,Amber,0.0036000000000000476,-0.42124901926604164,False,0.38327282383941624,False,False,
KC-01,Refresh SLA Compliance,2026-04,150,0.9467,Amber,-0.006900000000000017,-1.0049312231780705,False,0.37435920792312416,False,False,
KC-01,Refresh SLA Compliance,2026-05,155,0.9161,Red,-0.03059999999999996,-5.5139057070444055,True,0.4611748297136896,False,True,Step-change deterioration
KC-01,Refresh SLA Compliance,2026-06,150,0.9533,Amber,0.03720000000000001,0.6789714446655652,False,0.4504105120661513,False,False,
KC-01,Refresh SLA Compliance,2026-07,148,0.8514,Red,-0.10189999999999999,-5.10328523593199,True,0.5843119670370631,True,True,Step-change deterioration
KC-01,Refresh SLA Compliance,2026-08,153,0.8039,Red,-0.0475000000000001,-2.4263668682780177,True,0.5745742068414061,False,True,Step-change deterioration
KC-01,Refresh SLA Compliance,2026-09,118,0.661,Red,-0.14289999999999992,-3.309281592786554,True,0.718545676612584,True,True,Step-change deterioration
KC-02,Documentation Completeness,2025-09,21,1.0,Green,,,False,0.6650968232907812,True,True,Gradual multi-signal drift
KC-02,Documentation Completeness,2025-10,163,0.9387,Red,-0.06130000000000002,,False,0.6635158059782992,True,True,Gradual multi-signal drift
KC-02,Documentation Completeness,2025-11,149,0.9664,Amber,0.027700000000000058,,False,0.49894390603371697,False,False,
KC-02,Documentation Completeness,2025-12,143,0.951,Amber,-0.01540000000000008,-0.5657394918871808,False,0.4165965494042138,False,False,
KC-02,Documentation Completeness,2026-01,159,0.9623,Amber,0.011300000000000088,-0.06503112955627297,False,0.42897051754811455,False,False,
KC-02,Documentation Completeness,2026-02,140,0.9714,Amber,0.009099999999999997,1.3504253045329946,False,0.4726785323589722,False,False,
KC-02,Documentation Completeness,2026-03,151,0.947,Red,-0.02440000000000009,-1.8158693182377568,False,0.47978346908557834,False,False,
KC-02,Documentation Completeness,2026-04,150,0.98,Green,0.03300000000000003,1.9930638124462114,False,0.5905237971927626,False,False,
KC-02,Documentation Completeness,2026-05,155,0.9548,Amber,-0.0252,-0.7353857270180876,False,0.433453495340392,False,False,
KC-02,Documentation Completeness,2026-06,150,0.9533,Amber,-0.0014999999999999458,-0.6630226886267967,False,0.3698025667215328,False,False,
KC-02,Documentation Completeness,2026-07,148,0.9527,Amber,-0.0006000000000000449,-0.4175849526403034,False,0.3695284478139544,False,False,
KC-02,Documentation Completeness,2026-08,153,0.9542,Amber,0.0015000000000000568,-0.4535314522685003,False,0.3673780348453397,False,False,
KC-02,Documentation Completeness,2026-09,118,0.9576,Amber,0.0033999999999999586,4.127633259141059,True,0.396055291110423,False,True,Statistical outlier (single period)
NV-01,Price Variance Tolerance,2025-09,440,0.9773,Green,,,False,0.4447295688090831,False,False,
NV-01,Price Variance Tolerance,2025-10,460,0.9891,Green,0.011800000000000033,,False,0.6315890266060071,True,True,Gradual multi-signal drift
NV-01,Price Variance Tolerance,2025-11,400,0.985,Green,-0.0040999999999999925,,False,0.4856709930329261,False,False,
NV-01,Price Variance Tolerance,2025-12,460,0.9826,Green,-0.0023999999999999577,-0.20030625757481,False,0.47045144950397133,False,False,
NV-01,Price Variance Tolerance,2026-01,440,0.9795,Green,-0.0030999999999999917,-0.8116635350981761,False,0.44512690426255686,False,False,
NV-01,Price Variance Tolerance,2026-02,400,0.985,Green,0.005499999999999949,0.23456194281960252,False,0.4802367023927739,False,False,
NV-01,Price Variance Tolerance,2026-03,440,0.975,Green,-0.010000000000000009,-3.076881466515312,True,0.5076865517910135,False,True,Statistical outlier (single period)
NV-01,Price Variance Tolerance,2026-04,440,0.9864,Green,0.011400000000000077,1.360922712413969,False,0.5401323566883202,False,False,
NV-01,Price Variance Tolerance,2026-05,420,0.9762,Green,-0.010200000000000098,-1.0058573119062457,False,0.4810779257897178,False,False,
NV-01,Price Variance Tolerance,2026-06,440,0.9727,Green,-0.0034999999999999476,-1.35212685610537,False,0.5574872876592213,True,True,Gradual multi-signal drift
NV-01,Price Variance Tolerance,2026-07,460,0.9783,Green,0.005599999999999938,0.11963875550891981,False,0.49297584222446084,False,False,
NV-01,Price Variance Tolerance,2026-08,420,0.9762,Green,-0.0020999999999999908,-0.37852350965996373,False,0.42219648483009964,False,False,
NV-02,Break Resolution SLA,2025-09,10,0.8,Red,,,False,0.5230840677811553,False,False,
NV-02,Break Resolution SLA,2025-10,5,1.0,Green,0.19999999999999996,,False,0.4194926181940246,False,False,
NV-02,Break Resolution SLA,2025-11,6,0.8333,Red,-0.16669999999999996,,False,0.4925898094153333,False,False,
NV-02,Break Resolution SLA,2025-12,8,1.0,Green,0.16669999999999996,1.1406769512885233,False,0.45142549844727775,False,False,
NV-02,Break Resolution SLA,2026-01,9,1.0,Green,0.0,0.8589709175625135,False,0.4499926913708782,False,False,
NV-02,Break Resolution SLA,2026-02,6,0.6667,Red,-0.33330000000000004,-3.498800239952013,True,0.5962521354101246,True,True,Step-change deterioration
NV-02,Break Resolution SLA,2026-03,11,1.0,Green,0.33330000000000004,0.7834064174889595,False,0.5699006975677313,False,False,
NV-02,Break Resolution SLA,2026-04,6,1.0,Green,0.0,0.5000000000000006,False,0.4499926913708782,False,False,
NV-02,Break Resolution SLA,2026-05,10,0.8,Red,-0.19999999999999996,-0.7001200120011992,False,0.48946079112130614,False,False,
NV-02,Break Resolution SLA,2026-06,12,1.0,Green,0.19999999999999996,0.8165135912730143,False,0.4194926181940246,False,False,
NV-02,Break Resolution SLA,2026-07,10,0.9,Green,-0.09999999999999998,-0.4999999999999998,False,0.5412474423744049,False,False,
NV-02,Break Resolution SLA,2026-08,10,0.6,Red,-0.30000000000000004,-3.3945142911361104,True,0.6318213506735478,True,True,Step-change deterioration
SM-01,Guideline Band Compliance,2026-08,450,0.9422,Green,,,False,,False,False,
SM-02,Periodic Suitability Review,2025-09,13,1.0,Green,,,False,0.4657794175631353,False,False,
SM-02,Periodic Suitability Review,2025-10,9,0.8889,Red,-0.11109999999999998,,False,0.5141784559454462,False,False,
SM-02,Periodic Suitability Review,2025-11,10,1.0,Green,0.11109999999999998,,False,0.49574293671087677,False,False,
SM-02,Periodic Suitability Review,2025-12,21,0.9524,Green,-0.047599999999999976,-0.16473450525032443,False,0.5192496103655885,False,False,
SM-02,Periodic Suitability Review,2026-01,13,0.9231,Amber,-0.029299999999999993,-0.7071772221238976,False,0.4800053628758167,False,False,
SM-02,Periodic Suitability Review,2026-02,11,0.8182,Red,-0.1049,-2.611204208426726,True,0.5992304953782066,True,True,Step-change deterioration
SM-02,Periodic Suitability Review,2026-03,12,0.8333,Red,0.015100000000000002,-1.1708269265818505,False,0.595397778904514,True,True,Gradual multi-signal drift
SM-02,Periodic Suitability Review,2026-04,14,0.9286,Amber,0.09529999999999994,0.7093262356428954,False,0.5452818277479606,False,False,
SM-02,Periodic Suitability Review,2026-05,8,1.0,Green,0.07140000000000002,2.1353427830722285,True,0.48979150194019777,False,True,Statistical outlier (single period)
SM-02,Periodic Suitability Review,2026-06,10,0.9,Red,-0.09999999999999998,0.058282436366179476,False,0.5025320164139002,False,False,
SM-02,Periodic Suitability Review,2026-07,19,1.0,Green,0.09999999999999998,1.2238888033019344,False,0.46550175935264754,False,False,
SM-02,Periodic Suitability Review,2026-08,10,1.0,Green,0.0,0.8428754376773337,False,0.4657794175631353,False,False,
TC-01,Allocation Timeliness,2025-09,1189,0.9874,Green,,,False,0.46570180335851535,False,False,
TC-01,Allocation Timeliness,2025-10,1288,0.9884,Green,0.0009999999999998899,,False,0.4303870698582128,False,False,
TC-01,Allocation Timeliness,2025-11,1058,0.9896,Green,0.0012000000000000899,,False,0.3867058810329781,False,False,
TC-01,Allocation Timeliness,2025-12,1261,0.9905,Green,0.0009000000000000119,1.8459439746399824,False,0.40168572567899874,False,False,
TC-01,Allocation Timeliness,2026-01,1169,0.9914,Green,0.0008999999999999009,1.7865204615580534,False,0.4605830639846449,False,False,
TC-01,Allocation Timeliness,2026-02,1095,0.99,Green,-0.0013999999999999568,0.019506857865977098,False,0.45255877424522173,False,False,
TC-01,Allocation Timeliness,2026-03,1156,0.9896,Green,-0.00039999999999995595,-0.9984427709214576,False,0.3836735064694184,False,False,
TC-01,Allocation Timeliness,2026-04,1156,0.9896,Green,0.0,-0.9984427709214576,False,0.3714184506249117,False,False,
TC-01,Allocation Timeliness,2026-05,1095,0.9525,Amber,-0.03710000000000002,-44.065991919351774,True,0.6080344286592306,False,True,Step-change deterioration
TC-01,Allocation Timeliness,2026-06,1177,0.921,Red,-0.03149999999999997,-3.191868507019397,True,0.5708314441026425,False,True,Step-change deterioration
TC-01,Allocation Timeliness,2026-07,1174,0.9003,Red,-0.02070000000000005,-1.8988486440092207,False,0.6111133815946148,True,True,Gradual multi-signal drift
TC-01,Allocation Timeliness,2026-08,1120,0.8545,Red,-0.04579999999999995,-2.2171146969035354,True,0.6957044390210164,True,True,Step-change deterioration
TC-02,Execution Price Reasonableness,2025-09,1187,0.9815,Green,,,False,0.4621633043121335,False,False,
TC-02,Execution Price Reasonableness,2025-10,1283,0.9751,Amber,-0.006400000000000072,,False,0.6633696223710253,True,True,Gradual multi-signal drift
TC-02,Execution Price Reasonableness,2025-11,1055,0.9867,Green,0.011600000000000055,,False,0.5452713350129357,False,False,
TC-02,Execution Price Reasonableness,2025-12,1258,0.9849,Green,-0.0018000000000000238,0.6540069712804383,False,0.4007879516595775,False,False,
TC-02,Execution Price Reasonableness,2026-01,1164,0.9905,Green,0.005600000000000049,1.6534757728679903,False,0.5595730241641297,True,True,Gradual multi-signal drift
TC-02,Execution Price Reasonableness,2026-02,1094,0.9909,Green,0.00039999999999995595,1.0057112450197268,False,0.5544419711851846,False,False,
TC-02,Execution Price Reasonableness,2026-03,1154,0.987,Green,-0.0039000000000000146,-0.4269918660532246,False,0.45424990242412977,False,False,
TC-02,Execution Price Reasonableness,2026-04,1150,0.9852,Green,-0.0018000000000000238,-1.0858486591577086,False,0.4012962623628856,False,False,
TC-02,Execution Price Reasonableness,2026-05,1093,0.9835,Green,-0.0016999999999999238,-1.7750827122053157,False,0.4110917993503614,False,False,
TC-02,Execution Price Reasonableness,2026-06,1173,0.9829,Green,-0.0006000000000000449,-1.1817252968685699,False,0.42882318596405133,False,False,
TC-02,Execution Price Reasonableness,2026-07,1168,0.9872,Green,0.0042999999999999705,1.3822542589680458,False,0.46534205066496365,False,False,
TC-02,Execution Price Reasonableness,2026-08,1117,0.9812,Green,-0.006000000000000005,-1.8130416037388748,False,0.5007748728238502,False,False,
TC-03,Pro-Rata Allocation Fairness,2025-09,1189,0.9386,Red,,,False,0.487380049782561,False,False,
TC-03,Pro-Rata Allocation Fairness,2025-10,1288,0.9449,Amber,0.006299999999999972,,False,0.450171209038465,False,False,
TC-03,Pro-Rata Allocation Fairness,2025-11,1058,0.9471,Amber,0.0022000000000000908,,False,0.43442132375380155,False,False,
TC-03,Pro-Rata Allocation Fairness,2025-12,1261,0.9485,Amber,0.0013999999999999568,1.125787451252249,False,0.4464362661962034,False,False,
TC-03,Pro-Rata Allocation Fairness,2026-01,1169,0.9333,Red,-0.015199999999999991,-2.6227286858224184,True,0.6501345369463993,True,True,Statistical outlier (single period)
TC-03,Pro-Rata Allocation Fairness,2026-02,1095,0.9534,Amber,0.020100000000000007,1.4364081926825476,False,0.5883917968714322,False,False,
TC-03,Pro-Rata Allocation Fairness,2026-03,1156,0.9429,Amber,-0.010500000000000065,-0.31041235856752714,False,0.47353239942857445,False,False,
TC-03,Pro-Rata Allocation Fairness,2026-04,1156,0.949,Amber,0.006099999999999994,0.5187991733209364,False,0.4679122354830096,False,False,
TC-03,Pro-Rata Allocation Fairness,2026-05,1095,0.9425,Amber,-0.00649999999999995,-0.24696334929814057,False,0.4388629774519552,False,False,
TC-03,Pro-Rata Allocation Fairness,2026-06,1177,0.9439,Amber,0.0013999999999999568,-0.5833471235907757,False,0.4178224233474088,False,False,
TC-03,Pro-Rata Allocation Fairness,2026-07,1174,0.9378,Red,-0.006099999999999994,-2.252189897249341,True,0.4828273935793431,False,True,Statistical outlier (single period)
TC-03,Pro-Rata Allocation Fairness,2026-08,1120,0.9545,Amber,0.016700000000000048,2.4298117085103548,True,0.6023205649904215,True,True,Statistical outlier (single period)
