price_id,fund_id,price_date,price,prior_price,independent_source_price,break_identified_date,break_resolved_date,variance_bps,has_break,resolution_bdays
900076,FUND016,2025-09-04,27.7515,27.6174,27.7487,,,1.0090562801142322,False,
900077,FUND017,2025-09-04,23.705,23.6792,23.707,,,0.8436326823311445,False,
900078,FUND018,2025-09-04,240.7159,240.377,240.7315,,,0.6480248741858159,False,
900079,FUND019,2025-09-04,157.5926,156.7806,157.5461,,,2.951517048026506,False,
900080,FUND020,2025-09-04,134.1619,133.2893,134.3275,,,12.328078762724203,False,
900081,FUND001,2025-09-05,31.2567,31.2146,31.2651,,,2.686701785697707,False,
900082,FUND002,2025-09-05,142.0819,141.2315,141.8744,,,14.6256125136023,False,
900083,FUND003,2025-09-05,203.6247,204.9766,203.6071,,,0.8644099346234686,False,
900084,FUND004,2025-09-05,78.4809,78.3276,78.4742,,,0.8537837913619067,False,
900085,FUND005,2025-09-05,199.7426,199.5423,197.5647,2025-09-05,2025-09-09,110.2373045387168,True,2.0
900086,FUND006,2025-09-05,218.7217,218.9783,218.8558,,,6.1273221911409,False,
900087,FUND007,2025-09-05,171.1695,170.7776,171.3185,,,8.697251026596714,False,
900088,FUND008,2025-09-05,56.2128,56.075,56.1918,,,3.7372000896929434,False,
900089,FUND009,2025-09-05,204.5185,205.416,204.6675,,,7.280100651056026,False,
900090,FUND010,2025-09-05,120.9106,120.7891,120.823,,,7.250275195948538,False,
900091,FUND011,2025-09-05,141.8983,141.3587,141.9365,,,2.691344368783867,False,
900092,FUND012,2025-09-05,157.6901,157.6021,157.6503,,,2.5245749611649217,False,
900093,FUND013,2025-09-05,172.3346,171.3458,172.1724,,,9.420789859465533,False,
900094,FUND014,2025-09-05,123.3746,123.6133,123.3594,,,1.2321720112133496,False,
900095,FUND015,2025-09-05,155.0566,154.6426,154.9921,,,4.161502424962921,False,
900096,FUND016,2025-09-05,27.6352,27.7515,27.6724,,,13.442997354764518,False,
900097,FUND017,2025-09-05,23.8046,23.705,23.8102,,,2.3519332050959703,False,
900098,FUND018,2025-09-05,241.7469,240.7159,241.9148,,,6.9404600297296,False,
900099,FUND019,2025-09-05,157.8673,157.5926,157.916,,,3.0839180323714275,False,
900100,FUND020,2025-09-05,134.2967,134.1619,134.3659,,,5.150116212522929,False,
900101,FUND001,2025-09-08,31.4733,31.2567,31.4564,,,5.372515608906198,False,
900102,FUND002,2025-09-08,142.9291,142.0819,142.9156,,,0.94461346417,False,
900103,FUND003,2025-09-08,204.0193,203.6247,203.895,,,6.096275043526166,False,
900104,FUND004,2025-09-08,78.6259,78.4809,78.5972,,,3.6515295710280538,False,
900105,FUND005,2025-09-08,201.5292,199.7426,201.5685,,,1.9497094039989993,False,
900106,FUND006,2025-09-08,217.8111,218.7217,217.8924,,,3.7311994360518685,False,
900107,FUND007,2025-09-08,170.8231,171.1695,170.7149,,,6.338052507426753,False,
900108,FUND008,2025-09-08,56.3612,56.2128,56.4116,,,8.934332654986445,False,
900109,FUND009,2025-09-08,204.861,204.5185,204.6037,,,12.575530159033612,False,
900110,FUND010,2025-09-08,121.39,120.9106,121.4321,,,3.466958077806849,False,
900111,FUND011,2025-09-08,142.9262,141.8983,142.9633,,,2.595071602292998,False,
900112,FUND012,2025-09-08,157.9553,157.6901,157.9457,,,0.6078038211870314,False,
900113,FUND013,2025-09-08,173.3638,172.3346,173.383,,,1.1073750021635393,False,
900114,FUND014,2025-09-08,124.0142,123.3746,123.9551,,,4.767855457339054,False,
900115,FUND015,2025-09-08,155.126,155.0566,155.0875,,,2.482469573627732,False,
900116,FUND016,2025-09-08,27.6005,27.6352,27.6107,,,3.6942199944228493,False,
900117,FUND017,2025-09-08,23.8423,23.8046,23.8651,,,9.553699754034197,False,
900118,FUND018,2025-09-08,241.0941,241.7469,241.3526,,,10.710470904394564,False,
900119,FUND019,2025-09-08,157.6089,157.8673,157.6172,,,0.5265922754617716,False,
900120,FUND020,2025-09-08,133.5533,134.2967,133.5627,,,0.7037893064455427,False,
900121,FUND001,2025-09-09,31.4993,31.4733,31.4805,,,5.97195089023439,False,
900122,FUND002,2025-09-09,142.4664,142.9291,142.3485,,,8.282489804949941,False,
900123,FUND003,2025-09-09,204.4179,204.0193,204.3168,,,4.948198092374314,False,
900124,FUND004,2025-09-09,78.637,78.6259,78.7235,,,10.987824474267647,False,
900125,FUND005,2025-09-09,200.0253,201.5292,199.9508,,,3.7259165754775907,False,
900126,FUND006,2025-09-09,217.353,217.8111,217.4405,,,4.024089348579371,False,
900127,FUND007,2025-09-09,172.0973,170.8231,171.9591,,,8.03679479597087,False,
900128,FUND008,2025-09-09,56.0186,56.3612,56.0558,,,6.636244599131325,False,
900129,FUND009,2025-09-09,204.2833,204.861,204.2376,,,2.2375899442615235,False,
900130,FUND010,2025-09-09,120.2188,121.39,120.2679,,,4.082552368503625,False,
900131,FUND011,2025-09-09,142.9623,142.9262,142.9746,,,0.8602926673696175,False,
900132,FUND012,2025-09-09,159.3469,157.9553,159.3687,,,1.3678972094259865,False,
900133,FUND013,2025-09-09,172.2086,173.3638,172.3091,,,5.832541635932803,False,
900134,FUND014,2025-09-09,123.6717,124.0142,123.7657,,,7.5949960287861735,False,
900135,FUND015,2025-09-09,155.1691,155.126,155.1268,,,2.726801558465921,False,
900136,FUND016,2025-09-09,27.5898,27.6005,27.5777,,,4.387603027083557,False,
900137,FUND017,2025-09-09,23.9271,23.8423,23.9358,,,3.6347228837143692,False,
900138,FUND018,2025-09-09,241.2456,241.0941,241.2686,,,0.9532943781327589,False,
900139,FUND019,2025-09-09,157.9452,157.6089,158.0017,,,3.575910892097982,False,
900140,FUND020,2025-09-09,133.1056,133.5533,133.1082,,,0.19532981439167876,False,
900141,FUND001,2025-09-10,31.6791,31.4993,31.6745,,,1.4522723326334868,False,
900142,FUND002,2025-09-10,141.475,142.4664,141.4459,,,2.0573236834718913,False,
900143,FUND003,2025-09-10,204.9106,204.4179,204.8422,,,3.339155701315301,False,
900144,FUND004,2025-09-10,78.8025,78.637,78.1057,2025-09-10,2025-09-12,89.21243904094017,True,2.0
900145,FUND005,2025-09-10,198.9749,200.0253,196.4848,2025-09-10,2025-09-11,126.73244953299104,True,1.0
900146,FUND006,2025-09-10,217.5265,217.353,217.4526,,,3.398441775357432,False,
900147,FUND007,2025-09-10,172.4029,172.0973,172.4381,,,2.041312215804003,False,
900148,FUND008,2025-09-10,56.4187,56.0186,56.4763,,,10.198968416840472,False,
900149,FUND009,2025-09-10,203.9939,204.2833,204.0595,,,3.214748639490817,False,
900150,FUND010,2025-09-10,119.3481,120.2188,119.4042,,,4.6983271945208545,False,
900151,FUND011,2025-09-10,142.8816,142.9623,142.8659,,,1.0989326354281304,False,
900152,FUND012,2025-09-10,160.7739,159.3469,159.3888,2025-09-10,2025-09-17,86.90071071493067,True,5.0
900153,FUND013,2025-09-10,172.6873,172.2086,172.7248,,,2.171083712355974,False,
900154,FUND014,2025-09-10,123.6219,123.6717,124.7235,2025-09-10,2025-09-12,88.32337129731003,True,2.0
900155,FUND015,2025-09-10,155.5063,155.1691,155.516,,,0.6237300342074736,False,
900156,FUND016,2025-09-10,27.5961,27.5898,27.601,,,1.7752979964491282,False,
900157,FUND017,2025-09-10,23.8631,23.9271,23.8887,,,10.716363803807127,False,
900158,FUND018,2025-09-10,240.2396,241.2456,240.4202,,,7.511848006115889,False,
900159,FUND019,2025-09-10,156.9612,157.9452,156.9876,,,1.681661481543467,False,
900160,FUND020,2025-09-10,132.6885,133.1056,132.5097,,,13.493351807452239,False,
900161,FUND001,2025-09-11,31.5358,31.6791,31.5392,,,1.078023538961906,False,
900162,FUND002,2025-09-11,141.4016,141.475,141.4115,,,0.7000845051489862,False,
900163,FUND003,2025-09-11,205.3448,204.9106,205.5587,,,10.405786765531953,False,
900164,FUND004,2025-09-11,79.0016,78.8025,79.0085,,,0.8733237563049144,False,
900165,FUND005,2025-09-11,198.9923,198.9749,198.8644,,,6.431518160113677,False,
900166,FUND006,2025-09-11,217.4776,217.5265,217.3217,,,7.173696874265322,False,
900167,FUND007,2025-09-11,172.4774,172.4029,172.4121,,,3.7874371926320287,False,
900168,FUND008,2025-09-11,56.2445,56.4187,56.2929,,,8.597887122532484,False,
900169,FUND009,2025-09-11,203.7369,203.9939,203.7562,,,0.9472104407137263,False,
900170,FUND010,2025-09-11,119.54,119.3481,119.6161,,,6.3620198284341924,False,
900171,FUND011,2025-09-11,143.2027,142.8816,143.1727,,,2.095371533819027,False,
900172,FUND012,2025-09-11,161.0437,160.7739,160.9823,,,3.8140839086031137,False,
900173,FUND013,2025-09-11,173.2027,172.6873,173.2002,,,0.14434163470929745,False,
900174,FUND014,2025-09-11,124.5571,123.6219,124.5244,,,2.625991371972521,False,
900175,FUND015,2025-09-11,155.9374,155.5063,155.9398,,,0.15390554560121322,False,
900176,FUND016,2025-09-11,27.7266,27.5961,27.7434,,,6.0554942797205555,False,
900177,FUND017,2025-09-11,23.7561,23.8631,23.7634,,,3.0719509834454453,False,
900178,FUND018,2025-09-11,240.372,240.2396,240.5083,,,5.6671640853965215,False,
900179,FUND019,2025-09-11,156.7264,156.9612,156.7233,,,0.19780083752815597,False,
900180,FUND020,2025-09-11,132.7074,132.6885,132.7381,,,2.312825029136017,False,
900181,FUND001,2025-09-12,31.6879,31.5358,31.6725,,,4.862262214855043,False,
900182,FUND002,2025-09-12,142.216,141.4016,142.0568,,,11.206784891677021,False,
900183,FUND003,2025-09-12,206.2974,205.3448,206.2024,,,4.607123874406838,False,
900184,FUND004,2025-09-12,78.5789,79.0016,78.5544,,,3.118857759718526,False,
900185,FUND005,2025-09-12,200.3682,198.9923,200.3383,,,1.4924754777293119,False,
900186,FUND006,2025-09-12,216.8311,217.4776,216.6798,,,6.982653666838901,False,
900187,FUND007,2025-09-12,172.3938,172.4774,172.3154,,,4.549796477853274,False,
900188,FUND008,2025-09-12,56.3684,56.2445,56.3325,,,6.372875338392232,False,
900189,FUND009,2025-09-12,202.3978,203.7369,202.472,,,3.6647042554041507,False,
900190,FUND010,2025-09-12,119.3486,119.54,119.3396,,,0.7541503407083935,False,
900191,FUND011,2025-09-12,143.2536,143.2027,143.0267,,,15.864170815658932,False,
900192,FUND012,2025-09-12,161.5764,161.0437,161.5513,,,1.5536860427622063,False,
900193,FUND013,2025-09-12,172.1044,173.2027,172.1214,,,0.9876749782418635,False,
900194,FUND014,2025-09-12,124.1346,124.5571,124.1315,,,0.2497351598911987,False,
900195,FUND015,2025-09-12,156.179,155.9374,156.2047,,,1.6452769987074973,False,
900196,FUND016,2025-09-12,27.5279,27.7266,27.5109,,,6.1793689046884905,False,
900197,FUND017,2025-09-12,23.7347,23.7561,23.7539,,,8.08288323180675,False,
900198,FUND018,2025-09-12,241.3605,240.372,241.4596,,,4.104206252308579,False,
900199,FUND019,2025-09-12,156.5804,156.7264,156.6651,,,5.406437043093708,False,
900200,FUND020,2025-09-12,132.1799,132.7074,132.2249,,,3.403292420715576,False,
900201,FUND001,2025-09-15,31.859,31.6879,31.8225,,,11.469871945950253,False,
900202,FUND002,2025-09-15,142.1281,142.216,142.0056,,,8.626420366520918,False,
900203,FUND003,2025-09-15,206.828,206.2974,206.7083,,,5.790768924130989,False,
900204,FUND004,2025-09-15,78.8828,78.5789,78.8607,,,2.802409818833575,False,
900205,FUND005,2025-09-15,199.3192,200.3682,199.3846,,,3.280092845686728,False,
900206,FUND006,2025-09-15,218.7656,216.8311,219.0424,,,12.636822825169018,False,
900207,FUND007,2025-09-15,173.6677,172.3938,173.6044,,,3.646220948316871,False,
900208,FUND008,2025-09-15,56.3253,56.3684,56.3033,,,3.9074086243609996,False,
900209,FUND009,2025-09-15,201.9792,202.3978,202.0702,,,4.50338545713362,False,
900210,FUND010,2025-09-15,118.5324,119.3486,118.5118,,,1.7382235355468172,False,
900211,FUND011,2025-09-15,143.5389,143.2536,143.4567,,,5.72995196459979,False,
900212,FUND012,2025-09-15,161.3761,161.5764,161.2501,,,7.8139486425127656,False,
900213,FUND013,2025-09-15,172.3107,172.1044,172.2695,,,2.391601531321764,False,
900214,FUND014,2025-09-15,124.0524,124.1346,124.0254,,,2.176973426411124,False,
900215,FUND015,2025-09-15,156.7996,156.179,156.8483,,,3.1049109234844523,False,
900216,FUND016,2025-09-15,27.5033,27.5279,27.5227,,,7.048727050762088,False,
900217,FUND017,2025-09-15,23.693,23.7347,23.688,,,2.110773387370212,False,
900218,FUND018,2025-09-15,242.2288,241.3605,242.2617,,,1.3580355458573816,False,
900219,FUND019,2025-09-15,156.2503,156.5804,156.0465,,,13.060209617005256,False,
900220,FUND020,2025-09-15,131.771,132.1799,131.8444,,,5.567168571438815,False,
900221,FUND001,2025-09-16,31.9088,31.859,31.9171,,,2.600486886340542,False,
900222,FUND002,2025-09-16,142.0854,142.1281,142.1307,,,3.1872072676766847,False,
900223,FUND003,2025-09-16,206.7924,206.828,206.8146,,,1.073425183716547,False,
900224,FUND004,2025-09-16,79.2427,78.8828,79.2599,,,2.170075914807178,False,
900225,FUND005,2025-09-16,198.8524,199.3192,198.7484,,,5.2327465277700345,False,
900226,FUND006,2025-09-16,219.0792,218.7656,219.0672,,,0.5477771204439565,False,
900227,FUND007,2025-09-16,173.8217,173.6677,174.0315,,,12.055288841387986,False,
900228,FUND008,2025-09-16,56.3879,56.3253,56.4015,,,2.4112833878525795,False,
900229,FUND009,2025-09-16,200.5187,201.9792,200.4335,,,4.25078642043302,False,
900230,FUND010,2025-09-16,119.1463,118.5324,119.1143,,,2.6864952402857147,False,
900231,FUND011,2025-09-16,143.1137,143.5389,143.0413,,,5.061475252251453,False,
900232,FUND012,2025-09-16,161.0189,161.3761,161.2246,,,12.758598873869579,False,
900233,FUND013,2025-09-16,172.3583,172.3107,172.2896,,,3.987472256015851,False,
900234,FUND014,2025-09-16,123.1592,124.0524,123.1137,,,3.695770657530729,False,
900235,FUND015,2025-09-16,156.6666,156.7996,156.6806,,,0.8935375534692874,False,
900236,FUND016,2025-09-16,27.456,27.5033,27.4396,,,5.976763509672466,False,
900237,FUND017,2025-09-16,23.6237,23.693,23.6108,,,5.463601402747199,False,
900238,FUND018,2025-09-16,240.3512,242.2288,240.4988,,,6.137244759640501,False,
900239,FUND019,2025-09-16,157.0045,156.2503,157.0047,,,0.012738472160810428,False,
900240,FUND020,2025-09-16,132.2696,131.771,132.1404,,,9.77747910555722,False,
900241,FUND001,2025-09-17,31.6616,31.9088,31.6498,,,3.7283016006423173,False,
900242,FUND002,2025-09-17,141.6028,142.0854,141.5146,,,6.232572469554413,False,
900243,FUND003,2025-09-17,206.7157,206.7924,206.6319,,,4.055520952960145,False,
900244,FUND004,2025-09-17,79.101,79.2427,79.0882,,,1.6184462410319858,False,
900245,FUND005,2025-09-17,198.6776,198.8524,198.6497,,,1.4044823626724174,False,
900246,FUND006,2025-09-17,218.8742,219.0792,219.0352,,,7.350416736670698,False,
900247,FUND007,2025-09-17,173.3863,173.8217,173.4831,,,5.579794227795202,False,
900248,FUND008,2025-09-17,56.3637,56.3879,56.3316,,,5.698400187461353,False,
900249,FUND009,2025-09-17,199.8824,200.5187,199.6971,,,9.279053125958454,False,
900250,FUND010,2025-09-17,118.2378,119.1463,118.2634,,,2.164659565005859,False,
900251,FUND011,2025-09-17,143.4974,143.1137,143.6064,,,7.590190966419941,False,
900252,FUND012,2025-09-17,161.0952,161.0189,161.0147,,,4.999543519939526,False,
900253,FUND013,2025-09-17,171.7112,172.3583,171.5422,,,9.851803229758199,False,
900254,FUND014,2025-09-17,123.0971,123.1592,123.0622,,,2.8359642522231256,False,
900255,FUND015,2025-09-17,157.1913,156.6666,157.1482,,,2.7426340231711013,False,
900256,FUND016,2025-09-17,27.6638,27.456,27.4802,2025-09-17,2025-09-18,66.81174081702405,True,1.0
900257,FUND017,2025-09-17,23.6315,23.6237,23.6195,,,5.080547852410278,False,
900258,FUND018,2025-09-17,241.7115,240.3512,239.6076,2025-09-17,2025-09-23,87.80606291286296,True,4.0
900259,FUND019,2025-09-17,157.2605,157.0045,157.2586,,,0.12082010141297392,False,
900260,FUND020,2025-09-17,132.1549,132.2696,132.1478,,,0.5372772002264375,False,
900261,FUND001,2025-09-18,31.8066,31.6616,31.7962,,,3.2708311056040125,False,
900262,FUND002,2025-09-18,140.9258,141.6028,140.8707,,,3.9113882446818353,False,
900263,FUND003,2025-09-18,206.7652,206.7157,206.8759,,,5.351034122389725,False,
900264,FUND004,2025-09-18,79.374,79.101,79.3231,,,6.416794099070588,False,
900265,FUND005,2025-09-18,199.1017,198.6776,199.3114,,,10.521224576215811,False,
900266,FUND006,2025-09-18,218.9717,218.8742,219.0253,,,2.4472058707367945,False,
900267,FUND007,2025-09-18,174.3948,173.3863,174.3639,,,1.7721558189512046,False,
900268,FUND008,2025-09-18,56.505,56.3637,56.4722,,,5.8081675585512365,False,
900269,FUND009,2025-09-18,198.2347,199.8824,198.3782,,,7.233657730536363,False,
900270,FUND010,2025-09-18,118.7769,118.2378,117.3595,2025-09-18,2025-09-20,120.77420234407957,True,2.0
900271,FUND011,2025-09-18,143.9386,143.4974,143.9932,,,3.791845726047726,False,
900272,FUND012,2025-09-18,160.8071,161.0952,160.614,,,12.022613221760677,False,
900273,FUND013,2025-09-18,170.6562,171.7112,170.6434,,,0.7501022600345861,False,
900274,FUND014,2025-09-18,122.5438,123.0971,122.5487,,,0.3998410427847976,False,
900275,FUND015,2025-09-18,156.0946,157.1913,156.0138,,,5.179029034611723,False,
900276,FUND016,2025-09-18,27.7217,27.6638,27.7194,,,0.8297437895474621,False,
900277,FUND017,2025-09-18,23.6014,23.6315,23.6177,,,6.90160345842209,False,
900278,FUND018,2025-09-18,242.7876,241.7115,242.8606,,,3.0058395639312225,False,
900279,FUND019,2025-09-18,157.201,157.2605,157.25,,,3.1160572337047117,False,
900280,FUND020,2025-09-18,132.0572,132.1549,132.1123,,,4.170694174578002,False,
900281,FUND001,2025-09-19,31.7676,31.8066,31.7659,,,0.5351650669438434,False,
900282,FUND002,2025-09-19,140.6794,140.9258,140.6118,,,4.807562380966518,False,
900283,FUND003,2025-09-19,206.4158,206.7652,206.6441,,,11.047980561749336,False,
900284,FUND004,2025-09-19,79.8015,79.374,79.7422,,,7.436464005257876,False,
900285,FUND005,2025-09-19,199.6094,199.1017,199.8926,,,14.167608005498638,False,
900286,FUND006,2025-09-19,218.9622,218.9717,218.8185,,,6.567086420937695,False,
900287,FUND007,2025-09-19,175.0653,174.3948,175.1081,,,2.4442044656986015,False,
900288,FUND008,2025-09-19,56.7409,56.505,56.7029,,,6.701597272803298,False,
900289,FUND009,2025-09-19,196.9006,198.2347,196.8739,,,1.3561980536782823,False,
900290,FUND010,2025-09-19,118.6204,118.7769,118.7552,,,11.351081889466608,False,
900291,FUND011,2025-09-19,144.5669,143.9386,144.4408,,,8.73022027017353,False,
900292,FUND012,2025-09-19,160.8756,160.8071,161.0351,,,9.904672956393258,False,
900293,FUND013,2025-09-19,170.5289,170.6562,170.3699,,,9.332634461838142,False,
900294,FUND014,2025-09-19,122.6172,122.5438,122.5323,,,6.928785308036365,False,
900295,FUND015,2025-09-19,155.0312,156.0946,154.881,,,9.697767963792352,False,
900296,FUND016,2025-09-19,27.5303,27.7217,27.5025,,,10.108171984364752,False,
900297,FUND017,2025-09-19,23.6972,23.6014,23.7155,,,7.716472349307408,False,
900298,FUND018,2025-09-19,241.1859,242.7876,241.1362,,,2.0610758567150604,False,
900299,FUND019,2025-09-19,157.547,157.201,157.7935,,,15.621682768935191,False,
900300,FUND020,2025-09-19,131.2886,132.0572,131.1706,,,8.99591829266581,False,
900301,FUND001,2025-09-22,31.9099,31.7676,31.928,,,5.6690052618392786,False,
900302,FUND002,2025-09-22,141.0071,140.6794,140.9737,,,2.369236247612166,False,
900303,FUND003,2025-09-22,206.0963,206.4158,206.1098,,,0.6549906894283245,False,
900304,FUND004,2025-09-22,79.9083,79.8015,79.9285,,,2.5272587374969704,False,
900305,FUND005,2025-09-22,200.0503,199.6094,200.1891,,,6.9334444282932175,False,
900306,FUND006,2025-09-22,219.328,218.9622,219.2828,,,2.0612651790288217,False,
900307,FUND007,2025-09-22,175.9526,175.0653,175.8498,,,5.845898033435467,False,
900308,FUND008,2025-09-22,56.5421,56.7409,56.5013,,,7.221072789475159,False,
900309,FUND009,2025-09-22,197.6324,196.9006,197.4936,,,7.028075846508615,False,
900310,FUND010,2025-09-22,118.2767,118.6204,118.3895,,,9.527871981889687,False,
900311,FUND011,2025-09-22,145.6217,144.5669,145.5753,,,3.187353898635658,False,
900312,FUND012,2025-09-22,160.9123,160.8756,160.8869,,,1.5787487980681176,False,
900313,FUND013,2025-09-22,170.5119,170.5289,170.4395,,,4.247841609485335,False,
900314,FUND014,2025-09-22,122.6964,122.6172,122.6881,,,0.6765122289766745,False,
900315,FUND015,2025-09-22,155.804,155.0312,155.9728,,,10.82239980304287,False,
900316,FUND016,2025-09-22,27.8377,27.5303,27.843,,,1.9035305103610622,False,
900317,FUND017,2025-09-22,23.763,23.6972,23.7489,,,5.937117087529387,False,
900318,FUND018,2025-09-22,241.3312,241.1859,241.4179,,,3.5912829993139512,False,
